,Job Title,Location,Date,Link,Job Attributes,Job Description
41,Product Management Fellow,N/A,Jan 14,https://boston.craigslist.org/gbs/sof/d/boston-product-management-fellow/6795055951.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLBOSProduct&utm_campaign=CLBOSProduct&utm_medium=web "
42,Software Engineering Fellow,N/A,Jan 14,https://boston.craigslist.org/gbs/sof/d/boston-software-engineering-fellow/6795029385.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting okay

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive internship or job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 130 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new grads that helps you land the best job or internship possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are either in university or within 5 years of graduation, and interested in getting the best possible job.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=CLBOSSWE&utm_campaign=CLBOSSWE&utm_medium=web "
43,Production Associate,Rockport,Jan 14,https://boston.craigslist.org/nos/sof/d/rockport-production-associate/6794903775.html,"
compensation: hourly rate depends on level of experience; $15 and up

employment type: part-time

internship

","

QR Code Link to This Post


Small Rockport publishing services company seeks p/t technically adept, detail-oriented self-starter to assume responsibility for tasks such as: database management and data import and export from programs such as Constant Contact and Salesforce, validation of monthly sales reconciliations, website updates and blog posts, and general support to our Project Managers on web and book production work. Experience with MSOffice required, including high-level knowledge of Sharepoint, Excel, Powerpoint, Word and Adobe; experience with web-based office tools such as Google Docs, WordPress, Drupal, and stats programs also necessary. Experience with Adobe PhotoShop and InDesign a plus. Flexible, quick learner wanted. Send CV and compensation requirements; no calls please.    "
44,>>> Seeking Swift Sensation,Back Bay,Jan 14,https://boston.craigslist.org/gbs/sof/d/boston-seeking-swift-sensation/6794881190.html,"
compensation: TBD based on experience, skills

employment type: full-time

","

QR Code Link to This Post


We're looking for someone with at least a year of Swift or Objective C experience to build a Mac OS UI from scratch, using our existing web app (built in a Javascript framework) as a template/guide.

Experience can be academic, industry or hobby - you just need to know what you're doing!
We're a growing software company in Back Bay with some of the world's best brands as our customers.
Please send a note on why you might be right for the job.
Casual work environment, full or partial work from home is an option, and easy commute access (Mass. Ave buses, Green Line subway, car parking available).    "
45,Entry Level Java/J2EE Developer (Needs relocation) (Washington DC),N/A,Jan 14,https://boston.craigslist.org/gbs/sof/d/entry-level-java-j2ee-developer-needs/6794806998.html,"
compensation: $52K-$82K

employment type: full-time

","

QR Code Link to This Post


Location: Multiple Locations
Employment Type: Full Time 

Apply Here: https://gcit.recruiterbox.com/jobs/fk0tpy/

Design and develop software systems using object oriented design, Java, .Net or Cloud programming languages. Develop unit and integration test procedures. Work independently and work with team members in an agile and fast- paced development environment under the direction and supervision of a senior technical lead. Assist with troubleshooting and bug fixing of Web-based systems. Write documentation of new or existing programs to ensure effective communication.


BASIC QUALIFICATIONS:
- Bachelor's/ Master's Degree in Computer Science or equivalent training/work experience; maximum work experience of 3 years.
- Experience writing and executing unit and integration tests.
- Knowledge of Java, C#, .Net, Python, or similar programming languages.
- Web programming and knowledge of Object Oriented design and design partners.

ADDITIONAL QUALIFICATIONS:
- Experience with Model View Controller (MVC) applications using Spring MVC or similar frameworks
- Experience with SQL queries and any relational database systems

BENEFITS:
- Pay Package -- $52K-$82K
- Full Medical and Health Benefits
- 401K
- Periodic Performance Bonus
- Full Relocation Package
- OPT/CPT/EAD/US Citizens/GC Holders Accepted

This is a great opportunity for an entry level or Junior Developer that wants to be mentored by a team of Senior Development professionals. Candidates must be smart, articulate, have a passion for software development, be customer focused, and have a strong desire to learn and remain current on a wide range of development technologies.

We are proud of our diverse environment, EOE,M/F/D/V.    "
46,BA/QA(BUSINESS ANALYST/QUALITY ANALYST) TRAINING & 100% JOB PLACEMENT,"Boston, MA",Jan 14,https://boston.craigslist.org/gbs/sof/d/ba-qabusiness-analyst-quality-analyst/6794683426.html,"
compensation: DOE

employment type: contract

","

QR Code Link to This Post


BA/QA(BUSINESS ANALYST/QUALITY ANALYST) TRAINING & 100% JOB PLACEMENT


For more information please call 732 250 3906

Demo Introduction Video: www.youtube.com/watch?v=SHj5bH6VTu8


We offer a Combo BA/QA Course where the students can learn the concepts of BA/QA in the same Program with out any additional effort. This also gives the flexibility for the students to choose the best Career option...BA or QA at the end of the course.

100% JOB PLACEMENT ASSISTANCE RECORD. ALSO SPECIALIZE IN JOBS PLACEMENTS IN NJ,NY as we work mostly with LOCAL CLIENTS in EAST COAST.

We offer detailed ,comprehensive and Job Oriented training in Business Analyst/Quality Analysis with Placement Assistance.
Flexible timings on Weekdays/Weekends
Professional guidance for resume preparation and interviews
Counseling/One-on-one discussion with Trainer to clarify your doubts.
Flexible timings for the training.
Aggressive marketing by experienced placement team
H1b and Green cards sponsorship for deserving candidates
Training for Certifications and Reimbursement for Certifications on a need basis.
Professional Training and training material.
We are currently looking for Citizens/GC holders/OPT/CPT holders/ H1B
We provide excellent benefits like

Competitive Salary or hourly rates.
Health Insurance.
Corporate training opportunities
Job Placement
Resume Preparation
Discussion on Interview Questions
Job Placement Support
On Job Support


For more information please call 732 250 3906
QA Testing Course Content
Introduction to Software Testing
• What is Software Testing?

Software Development Life cycle
• Requirements
• Analysis
• Design
• Coding
• Testing
• Acceptance

SDLC Models
• Agile
• Waterfall model
• Spiral model
• V-Model

Testing-Methods
• White Box Testing
• Black Box testing
• Gray Box testing

Types of Testing (Black Box Testing)
• Build Verification Testing
• Functional Testing
• Integration Testing
• Regression Testing
• System Testing
• Acceptance Testing
• Smoke and Sanity Testing
• Ad-hoc Testing
• Exploratory Testing
• Compatibility Testing
• Disaster Recovery Resting
• Load, Volume, Stress and Performance Testing

Testing Life Cycle / Quality Assurance Life Cycle / Software Testing Life Cycle
• Requirements
• System study
• Test plan
• Test Cases
• Traceability Matrix
• Test case execution
• Defect tracking
• Test Summary Report
• User Acceptance Testing

Test Plan
• Objective
• Scope
• Approach
• Methodologies
• Deliverables
• Test environment
• Schedule and Resources
• Effort and estimation
• Entry and Exit criteria
• Templates
• Risk
• Assumption
• Contingency Plan
• References

Test Case
• Test Case Design
• How to write test cases
• When to execute test cases

Checklists
• How to create checklists
• When to use checklists

Defect tracking
• Defect life cycle
• Severity, priority
• Defect tracking Tool -- Quality Center, Bugzilla and Rational Clear Quest
• Defect report
• Defect Tracking Sheet 
• OK for recruiters to contact this job poster.
• do NOT contact us with unsolicited services or offers


•	OK for recruiters to contact this job poster.
•	do NOT contact us with unsolicited services or offers

"
47,Co-founder wanted for tech business startup,South Shore / Cape,Jan 14,https://boston.craigslist.org/sob/sof/d/hanover-co-founder-wanted-for-tech/6794549331.html,"
compensation: Equity Stake

employment type: full-time

","

QR Code Link to This Post


Co-founder wanted for tech business startup

Are you a the savvy self starter looking to join/build a startup? Do you have high level skills which you feel under-compensated for, or feel you could be doing more with whether in your spare time or your sole venture? This may be the spot for you!

The Company is in it's infancy, white boards and work flow charts along with extensive internal market research and my own experience. I am seeking specifically a partner who will compliment my shortcomings in the tech side of this venture. I have the vision, the drive, and the finances to fund the launch. The company is a software/HR/supplemental hiring company that will be web based to be used by companies such as Indeed, Careerbuilder and the U.S. government for candidates seeking employment/job surfing. It is designed to bridge a missing link within the hiring process for the private sector. The reason this gap exists is because of the lack the lack of skilled employees in today's market place among virtually all industries. The secondary function relates specifically to unemployment for the government. This platform is designed to save business' and the tax payers both time and huge sums of money. Preliminary numbers from within my industry assume 10-18k per year per company. Larger scale companies such as law and finance stand to save in excess of 30k annually as a result. Billable's for this company are to be generated first by ad traffic, and by annual subscription. With nearly 28 MILLION registered business' in the US, the market for this is very real, and the demand high. I personally struggle with what this problem would solve daily, and a lot of my colleagues agree we have a real problem.  Add to that the nearly 6 MILLION people (which by the way is VERY LOW historically) on unemployment and the vision suddenly transcends my wildest dreams for opportunity.  I'd be willing to explore other avenues of revenue generation outside of the ones I am currently aware of.

I'm not paid to be a founder. Neither will I pay you. But you'll own part of the company, with the additional benefits of:
1) the excitement and satisfaction that comes with being a startup founder
2) the multitudes of priceless skills you'll develop that will be your asset forever
3) the gratification of building something from nothing, for your own company
4) the opportunity to work with and learn from super driven and talented people- whom we will choose together 
5) the deep knowing every day that you're living your highest potential

Qualifications:
Preferred-Proficient - Advanced skills in coding and website design
Preferred- Proficient - Advanced skills in App integration/development
General understanding of google ad-words and Social Media Marketing

The right candidate is:
Independent
Self-starter
Highly motivated
Willing to self-educate
Willing to sign a NDA and Non-Compete
Willing to work unpaid in exchange for equity stake

The job description is vast, and admittedly not fully understood. A candidate looking to operate within a cube with constant direction will not find it here. You have an entrepreneurial drive, a passion for and full understanding of the vision, the ability to work just as well independently as well as part of a team. An understanding of where you are weak so that we can highlight them and ensure we get either 1) the support we need identified upfront, or 2) an area for us both to focus on and self-educate in order to move forward. The ideal candidate is available to commit a minimum 15+ hours per week from home with face to face meetings weekly. Equity stake is based on experience, and results which we will outline clearly.

About me:
Visionary
Seasoned HR and Production and Hiring Manager
Small startup experience (2 small companies non tech)
Marketing and sales experience
Currently employed- this is a side project for me, which I am looking to partner, burn the boats (Kudos if you're up on this reference) and go at this full time. In order for me to do that we need to establish a relationship, and a product with billable's.

What you can expect from me/ this process.

1st interview - by phone. My goal is to gain an understanding about you and what you are looking for and answer the questions that I can for you at this point
2nd interview - by phone. My goal here will be to gain answers to questions from the first phone interview and set up an in-person interview
3rd interview -in Person. Our goal is to see if we click, maybe an activity. You can expect to get a glimpse of the vision and have some small tasks assigned to you as part of the interview process. You can expect to be presented with two documents. 1) a non-disclosure 2) a non-compete
4th interview- in person. Our goal will be to see if the spark is there, is there passion for this vision on your end and understand the core competencies we would have combined and where the shortfalls might be.

At this point I expect to have a couple of candidates from which to review.

Please promptly reply to this ad to set up a time for us to meet along with your resume, education/background, any relevant startup experience and availability to dedicate to this project.

I look forward to speaking with and learning more about you!

Nick

"
48,Director of DevOps,Lexington,Jan 11,https://boston.craigslist.org/gbs/sof/d/lexington-director-of-devops/6792728973.html,"
employment type: full-time

","

QR Code Link to This Post


Director of DevOps (Lexington, MA)                              compensation: $200kOne of the world?s premiere healthcare IT security companies that helps enable over 6 million clinicians access to healthcare information seeks to hire a Director of DevOps to join their team in Lexington, MA!YOUR CAREER GOALSContribute to the mission enabling healthcare securely by establishing trust between people, technology and information delivered by Continuous Integration and Continuous Deployment, and Cloud Service Delivery. Building on your experience, you will also assist in growing the DevOps function, as well as guiding vision and strategy for production operations. You will collaborate with Engineering and business stakeholder so deliver and maintain a high level of availability with a robust business continuity plan. You will also work closely with leadership and security architects to provide into the design and implementation of the security infrastructure for their cloud hosting environment.YOUR AMAZING QUALITIESYou're passionate about enabling secure healthcare, a strong sense of integrity and a commitment to having fun. You can collaborate and share ideas, whether in a cross-functional meeting or an office event. You have a B.S. degree or higher in Computer Science or a related field, and 8+ years of professional experience in software development, build, release and DevOps using:AWSLinuxCI/CDJenkinsChefPuppetAnsibleAnd if you've got knowledge or experience in:TerraformKubernetes...those are certainly pluses!You must also be able to thrive in a fast-paced, deadline-driven environment. Leadership ability and excellent interpersonal & communication skills here are absolutely essential.IN EXCHANGE FOR YOUR HARD WORKWe offer you:BonusTop notch work environmentCompetitive total rewards package401K matchUnlimited Paid Time OffFind Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs. Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com. We look forward to working with you.Beacon Hill. Employing the Future?
"
49,Java/API Engineer,"Boston, MA",Jan 11,https://boston.craigslist.org/gbs/sof/d/boston-java-api-engineer/6792618079.html,"
compensation: TBD

employment type: contract

","

QR Code Link to This Post


Our client in Boston is looking for Java/API Engineers to join their team. These people will work on the team that focuses on implementing the insurance applications into the new systems that they have been building.  They have been transforming all the legacy systems to this new system in a major overhaul. See below for details.

Qualifications:

5+ years of experience as a Java engineer
Rest API experience

Nice to Have:

React or node

Job ID: 170023    "
50,Software Engineer - Award-Winning E-Commerce Company!!,"Cambridge, MA",Jan 11,https://boston.craigslist.org/gbs/sof/d/cambridge-software-engineer-award/6792367413.html,"
compensation: tbd

employment type: full-time

","

QR Code Link to This Post


Date Job Opened: 1-11-19   

Please Apply Here: https://www.ndt.com/job/software-engineer-award-winning-e-commerce-company

Your Mission:
Develop software offerings that delight consumers in collaboration with innovative team creating and expanding the software infrastructure to scale operations for ongoing company growth!   

The Opportunity:
•	Drive the development of integrations between existing and new systems
•	Promote a scalable architecture to support a rapidly growing business
•	Collaborate with cross functional teams to devise solutions to business challenges
•	Brainstorm with other Developers and Product leaders to offer products that will delight consumers.

Experience you have to Offer:
•	Minimum of 3+ years of relevant software engineering experience
•	Think as a Consumer first and then develop software offerings with a Consumer focus 
•	Start-up experience and Ability to work in fast-paced and highly dynamic environment
•	Bachelor's or Master's degree in computer science or related field

Reference # 8358 - Risa Kahn, Recruiting Manager

Please Apply Here: https://www.ndt.com/job/software-engineer-award-winning-e-commerce-company

New Dimensions in Technology (NDT)
Technical and Tech/Business Recruiting Since 1979
"
51,"Need scraping of structured data into cloud database, light front end",N/A,Jan 10,https://boston.craigslist.org/gbs/sof/d/somerville-need-scraping-of-structured/6791887783.html,"
compensation: $200

employment type: contract

telecommuting okay

","

QR Code Link to This Post


I would like to hire someone for a small job. I think this would only take a couple hours for someone who knows what they're doing. Requirements:

Cloud-based program that 
* Scrapes 5 specific websites with hundreds of thousands of pages each (with similarly structured data)
* Creates structured database of ~40 columns of data
* Simple front end interface that can be plugged into WP site
* Output includes simple interface with line chart capability

I can explain more of the specifics or answer any questions as needed. I am tech-familiar but not deeply knowledgeable on databases, so I can explain exactly what I need to happen but not necessarily how to make it work so I'll look for you to design it in a simple way. I can provide a suggested header list with sources for each header. I'll also look to you to recommend which services are best to host.    "
52,Financial Software Associate,Somerville,Jan 10,https://boston.craigslist.org/gbs/sof/d/somerville-financial-software-associate/6791869558.html,"
compensation: Competitive Salary

employment type: full-time

","

QR Code Link to This Post


Why YOU should join OUR team...  
Galatea Associates offers its employees the unique opportunity to discover new ideas, systems, approaches, technologies and methodologies. As a Galatean you will be tasked daily with utilizing your strong communications, interpersonal, analytical and technical skills.  Our Financial Software Associates are passionate about consulting; we solve real world technical problems while working on the full development life-cycle of back office systems for some of Wall Street's largest financial firms. 

We are problem solvers who are committed to innovation, excellence and growth.

Do you possess strong communications skills and love to work with people?  Do you have the ability to think analytically and critically? Do you have an interest in consulting and are not intimidated by what you do not know, but instead are excited and eager to learn and take on new challenges? Are you passionate about technology? If so, we are looking for individuals just like you. 

YOU should have
-A clear interest in consulting, technology and the financial services industry.
-Strong verbal, written, analytical and presentation skills.
-Enthusiasm as well as the ability to quickly learn new technologies and tackle difficult problems.
-An undergraduate degree or higher and a demonstrated interest and aptitude in Science, Technology, Engineering or Math.

YOU will 
-Utilize your strong communications skills daily as a Consultant in the design, development and support of business-critical systems.
-Procure, nurture and grow professional relationships.
-Expand and build your technical and financial knowledge by working on different projects and systems
-Have a healthy amount of competitiveness; foosball tournaments, mile run challenges, and more.  Join us in lording past victories over our fellow co-workers.
-Enjoy free healthy (and unhealthy) snack options, coffee and assorted beverages
-Stay active at work. Opt to join our Wednesday lunch time workouts with a personal trainer (on our dime), utilize a company subsidized gym membership or for the really ambitious, join Team Galatea at events like the Tough Mudder and Spartan Race.
-Benefit from corporate UBER and Hubway accounts, subsidized parking and T Pass programs and a comprehensive benefits package.
-Enjoy catered training lunches every Thursday.
-Participate in company outings; skiing, golfing, Fun Friday and Final Friday- ask about it!!

YOU will not
-Have to follow a dress code
-Work in a stuffy cubicle/office
-Be bored
-Check your opinions or ideas at the door

We have career opportunities available NOW. Join us in our Somerville, MA office located in the heart of Davis Square- right next door to Cambridge/Boston and just steps from the T.  

To learn more about Galatea Associates,  current career opportunities (Boston/Somerville, Tampa Bay, Raleigh and London), our fun and unique culture and past/present projects,  please visit: http://www.galatea-associates.com
"
53,Now Hiring Instructors for Technology Summer Camp Around Boston!,N/A,Jan 10,https://boston.craigslist.org/gbs/sof/d/cambridge-now-hiring-instructors-for/6791617372.html,"
compensation: starting at $525/week

employment type: contract

internship

","

QR Code Link to This Post






We are looking for talented, passionate summer staff in the Greater Boston Area to share their tech skills with the next generation of innovators. iD Tech wants people like you who want to shape the next blockbuster game designer, lead the person who advances artificial intelligence, or guide that person who crafts the next platform that brings millions of people together. We have openings all over the Greater Boston Area, including Cambridge, Newton, Needham, Milton, Southborough, and many more!

 ""Everyone is always so positive at camp. It's one of the only places where I can really be myself, and I think the same is true for the kids. It is one of the most rewarding feelings, along with being able to pass on my passion for technology to them."" 
-Griffin, Instructor 2016

iD Tech is a purpose-driven company that inspires students ages 7-18 to innovate using cutting-edge technology. This summer, iD Tech is hiring over 1,000 instructors. You'll mentor students ages 7-17 in a fun, dynamic learning environment. Each week, you will lead a class of around 8 students in a subject like robotics, game design, programming, or 3D printing. For any of our 60+ courses, we provide the curriculum - you bring your knowledge of tech and passion for teaching.

You'll do more than instruct. You will be a role model. You'll demonstrate that fun, learning, and collaboration work hand-in-hand. You will help students make their vision for their projects come to life. Through awesome activities, teambuilding games, and theme days, you will instill confidence in your students. And, you will help parents see how truly talented and knowledgeable their students are.

iD Tech has repeatedly been named a Top Workplace by the Bay Area News Group. Our programs are located at 160 university and school locations across the country. We have both day and overnight positions available.
 

Here are a few awesome side effects of a summer with iD Tech:"
54,Mobile Software Engineer,Boston Landing,Jan  9,https://boston.craigslist.org/gbs/sof/d/brighton-mobile-software-engineer/6790852821.html,"
compensation: $130,000 - $160,000 + Bonus

employment type: full-time

","

QR Code Link to This Post




We are looking for a Mobile Software Engineer to help our client with the next big thing - a new business to help more than half a billion people solve a really important problem.

This is a high-impact role for an experienced professional to be part of the team defining a new product category inside a local brand-name company that will improve people's lives in ways they didn't imagine possible.

You'll collaborate with product teams, designers and other developers to create a truly delightful mobile experience. You should love to build beautiful apps that delight and excite users as well as deal with complex technical challenges. 

If the prospect of making a positive tangible impact on millions of people excites you, and you enjoy working on teams with other really smart people, then they want to meet you.

Experience:

4+ years of experience in the design and development of iOS/Android applications
1+ year of either experience of coding in Swift and strong knowledge of Objective-C or Java
Strong computer science fundamentals: data structures, algorithms and programming languages
Excellent understanding of best practices for networking, concurrency threading
Knowledge of multi-threading and memory management specific to mobile devices and caching mechanisms
Working knowledge of Xcode, iOS SDK, Instruments or familiar with the Android tool ecosystem for development, testing, debugging, and performance benchmarking
Experience with Git, Cocoapods, CI, and Fastlane (iOS)
Experience with UIKit, CoreGraphics, CoreMotion (iOS)
Experience with Media Controllers, Android Motion Sensors (Android)
Experience with Bluetooth and BLE
Experience with SQLite or similar databases

Bonus:

Experience communicating effectively with server-based, RESTful API's
Experience with Apple Push Notification Service (APNs) or Other Push Notification services
Experience with web development, distributed systems parallel processing

APPLY HERE

This client is an equal opportunity employer and value diversity. They do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. "
55,Platform Engineer - Smart Home,Seaport,Jan  9,https://boston.craigslist.org/gbs/sof/d/boston-platform-engineer-smart-home/6790825188.html,"
compensation: $150,000 - $175,000 +bonus

employment type: full-time

","

QR Code Link to This Post




Our clients' mission is to redefine the home experience through intelligently designed products and services delivered to every home by people who care.

They are a leading provider of smart home services in North America delivering an integrated smart home system with consultation, professional installation, as well as 24-7 customer care and monitoring. Serving more than one million customers throughout the U.S. and Canada this company is a certified Great Place to Work and was recently voted one of Fast Company's World's 50 Most Innovative Companies.

The Role:

Inside their new Boston-based Innovation Center, they are looking for a Software Engineer to help develop the cloud-based infrastructure powering one of the largest IoT smart home platforms in North America.

﻿Work closely with the other teams like mobile apps and embedded devices that integrate with the platform/backend
﻿Work in a fast-paced, self-directed, agile environment
﻿Research and evaluate new technologies and tools
﻿Participate in re-occurring ""Innovation Days"" and work on innovative projects of your choice
﻿Work on cool stuff that you actually get to use in your own home
﻿Create systems to handle lots of data from sensors, cameras, and user actions
Experience:

﻿3+ years of experience
﻿Experience with well-known design patterns
﻿Experience with queuing, caching, persistence, performance, and concurrency techniques
﻿Experience building scalable, high-availability, low latency, and distributed solutions
﻿Experience developing RESTful web services
﻿Experience with any of the following technologies is a plus: Python, MongoDB, RabbitMQ, Redis, Go, C/C++, Networking, Datacenter monitoring, AWS, Security and data privacy, PaaS, SaaS, Docker, Microservices, and Video
﻿Ability to create services with high uptimes and reliability
Perks:

﻿Free catered lunch/snacks/drinks; new menu daily
﻿﻿Paid holidays and flexible paid time away
﻿Your choice between Mac or PC
﻿Employee pricing on smart home products
﻿Casual dress code
﻿Onsite gym
﻿Onsite health clinic
﻿Medical/dental/vision/life coverage
APPLY HERE


This client is an equal opportunity employer and value diversity. They do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. "
56,Implementation Specialist,Boxborough,Jan  9,https://boston.craigslist.org/bmw/sof/d/boxborough-implementation-specialist/6790804223.html,"
compensation: $40-42k

employment type: full-time

","

QR Code Link to This Post


CivicPlus strives to make local government work better. CivicCMS is a subsidiary of CivicPlus, Inc.

CivicPlus is THE integrated technology platform for local government, working with over 3,500 local governments including municipalities, counties, and municipal departments. Inc. Magazine has selected CivicPlus as ""One of the Fastest-Growing Privately Held Companies in the U.S."" since 2011.

Due to all our recent product suite additions and more anticipated growth in the future, we are looking for talented individuals to join our team.

CiviciCMS will train you on all aspects of this role. Learn about website services and leading a website implementation effort for municipal websites

We offer you....

An informal, collaborative working environment
Great skills training and a solid foundation for your professional growth
Competitive pay and benefits, including Health, Dental, 401K and Paid Time Off for sick, vacation and holidays
This position will report to the Customer Services Director within the CivicCMS Business Unit and will provide implementation services directly to our customers.



What we will expect you to do...


Establish and maintain a professional relationship with all clients throughout the website development process.
Work closely with the client to guide them through the project process ensuring a successful and timely implementation
Conduct instructional user training sessions teaching clients how to update the website using the Content Management System



What you will likely need to succeed...

Recent college graduate (or commensurate experience), 0-2 years work experience, in a service-oriented role
Good interpersonal skills
Good written and verbal communication skills
Ability to multi-task to work on several customer issues
Organized individual with a keen attention on detail
Good technical proficiency with strong PC Skills
Working knowledge of Microsoft products including Word and Excel



CivicPlus is proud to be an Equal Employment Opportunity employer. At CivicPlus, we celebrate and support diversity for the benefit of our employees, products, clients and communities we serve.    "
57,QA Engineer,Waltham,Jan  9,https://boston.craigslist.org/bmw/sof/d/waltham-qa-engineer/6790777782.html,"
compensation: Commensurate with experience.

employment type: full-time

","

QR Code Link to This Post



Are you a self-starter with a can-do attitude? A creative problem solver with strong analytical skills? Our Project Management team, within our expansive Technology department, is looking for somebody with these qualities--and more. Your days would have you working closely with stakeholders to write and execute manual test cases and report on the results in a Microsoft environment with multiple complex projects.

Our workplace environment is fast paced, so the ability to stay flexible, be proactive, and give and take direction is essential. If you have QA experience in a variety of industries (financial services a plus) and understand the fine balance of assertiveness and professionalism that's needed for effective collaboration, then let's introduce ourselves.


Key responsibilities

Working on numerous projects that are supported by the Generalist Scrum team
Reporting, analyzing, and tracking defects through TFS
Assisting with software and project releases
Working closely with other QA members, Development, and stakeholders
Participating in an Agile development environment and attending team standups, grooming, planning, and other meetings
Designing and presenting test scopes, approaches, and strategies
Creating test plans, scenarios, and cases and reviewing them with the entire team
Leading team discussions on test approach validation
Working with team members to design and locate test data
Ensuring that appropriate tests are executed and recorded--both during development and upon deployment
Collaborating with the team to identify areas of high risk and the root causes of problems
Working with all team members to detect, prioritize, and fix defects
Developing and implementing process improvements with the team
Providing appropriate status and risk assessment for management

Core strengths

2-5 years of testing experience in information services or technology
Strong manual testing with SQL; proficiency with SQL queries (1-2 years of experience)
Experience with Agile and Scrum development processes and methodologies
Advanced problem-solving and analytical skills
Experience working in a Microsoft environment, particularly with source control and bug-tracking in TFS
Strong written and verbal communication skills
Experience within a software or web development team

Additional skills and knowledge a plus

Test-driven development (TDD)
Acceptance test-driven development (ATDD)
Behavior-driven development (BDD)
Test automation
ServiceNow ticketing system


Have we piqued your curiosity? Can you see yourself thriving in this opportunity? Let's introduce ourselves.


About Commonwealth--and Our Anything but Common® Culture


Commonwealth Financial Network® is the largest privately held Registered Investment Adviser-independent broker/dealer in the U.S., with offices in Waltham, Massachusetts, and San Diego, California. Since 1979, we've been delivering indispensable service to independent financial professionals so they, in turn, can put their clients first. Our technology, research, resources, and support--plus a variety of affiliation models--deliver what today's independent advisors need to thrive.


That being said, we are a financial services company with a unique mission--one that encompasses purpose, vision, and core values in equal measure. Staying true to these guiding principles is the reason we are recognized so often and by so many for the quality of life we enjoy here. We believe it directly translates to a better experience for everyone: employees, advisors, clients, and our communities.


Creating a supportive culture where everyone can thrive is a mission we take seriously. From professional development to comprehensive benefits, grassroots leadership opportunities, generous bonus and stock option incentive plans, opportunities to unwind and connect, and so much more, Commonwealth is not just a great place to work--it's a place that, for many, feels like home.


Commonwealth Financial Network® is an equal opportunity employer that is committed to a diverse workforce.
"
